title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
Vision of the Future of Solid Mechanics,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The article discusses the future of solid mechanics in a general engineering context, without specific relevance to marine research or pollution.)",10.1115/1.2158287,OpenAlex,2026-03-02 22:50:40.81192+00
"Territorialization, enclosure and neoliberalism: non-state influence in struggles over Madagascar's forests",EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses territorialization and neoliberalism in Madagascar's forests, so it is not relevant to marine research.)",10.1080/03066150.2011.607696,OpenAlex,2026-03-02 22:47:02.851445+00
Amarose Skin Tag Remover Reviews 2022 Secret Updated Facts Behind Tea Burn Revealed!,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article is a product review for a skin tag removal product and is not related to marine research.),10.5281/zenodo.7059409,OpenAlex,2026-03-02 22:50:41.104499+00
Deep Water Installation - Heavy Mooring and Riser Systems,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses the installation of submerged turret loading systems and mooring lines and does not focus on pollutants.),10.4043/7913-ms,OpenAlex,2026-03-02 22:50:40.168564+00
A discussion of certain modeling factors which influence the results of Eddy-resolving ocean circulation studies,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on ocean circulation modeling without mentioning specific pollutants or methodologies.),10.1016/0377-0265(79)90006-x,OpenAlex,2026-03-02 22:49:43.32151+00
Pro-Islamic Public Education in Turkey: The Imam-Hatıp Schools,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses Islamic public education in Turkey and is not related to marine research.),10.1080/00263200903135596,OpenAlex,2026-03-02 22:52:19.783799+00
A Clash of Rights: Should Smoking Tobacco Products in Public Places be Legally Banned?,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses tobacco use in public places and is unrelated to marine research.),10.1016/j.athoracsur.2008.04.108,OpenAlex,2026-03-02 22:50:24.809518+00
British Logwood Extraction from the Mosquitia: The Origin of a Myth,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses the historical misconception of logwood extraction in Mosquitia, focusing on historical analysis rather than a marine research study.)",10.1215/00182168-80-1-113,OpenAlex,2026-03-02 22:50:38.369764+00
NEUROLOGY OF INFECTIOUS DISEASES,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses the neurology of infectious diseases and does not focus on marine research or vessel pollution.),10.1201/b14430-20,OpenAlex,2026-03-02 22:51:11.453121+00
Bagley's Patent Bilge Water Discharge,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so I cannot assess the content.)",10.1038/scientificamerican02021867-72a,OpenAlex,2026-03-02 22:49:31.005276+00
Statistical Modelling of Pitting Corrosion: Extrapolation of the Maximum Pit Depth-Growth,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The title describes statistical modeling of pitting corrosion, which is not relevant to marine pollution.)",10.1016/s1452-3981(23)08080-x,OpenAlex,2026-03-02 22:50:33.412022+00
New in review,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is empty, so the relevance cannot be determined.)",10.1016/j.jada.2004.10.022,OpenAlex,2026-03-02 22:50:41.705748+00
Should existing pressure vessel regulations apply to gas filled electrical equipment-an electrical engineer's viewpoint,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on electrical equipment and gas regulations, not marine research.)",10.1109/60.79631,OpenAlex,2026-03-02 22:50:59.89015+00
"NANOTECHNOLOGY IN WATER TREATMENT, CASE STUDY IN BANGALORE.",EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses nanotechnology and its application to wastewater treatment in Bangalore, which is not directly related to marine research.)",10.5281/zenodo.2597075,OpenAlex,2026-03-02 22:50:02.574938+00
A parameter model for dredge plume sediment source terms,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing; the title mentions sediment, which is outside the scope.)",10.1007/s10236-016-1017-0,OpenAlex,2026-03-02 22:52:05.675018+00
Application of boron isotopes for tracing sources of anthropogenic contamination in groundwater,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study focuses on groundwater contamination, which is not directly related to marine research.)",10.1016/s0043-1354(97)00251-0,OpenAlex,2026-03-02 22:51:31.357835+00
Air bonded lubricant passes US military test,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The title discusses military testing of a lubricant, which is unrelated to marine research and lacks an abstract.)",10.1016/0301-679x(78)90009-9,OpenAlex,2026-03-02 22:52:12.473772+00
"Barry Carpenter—Pioneering physical organic chemist, teacher, mentor, and friend",EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article is a dedication to a chemist and does not involve marine research or pollution.),10.1002/poc.4431,OpenAlex,2026-03-02 22:50:52.191304+00
Healthy ageing to guide targeted versus universal treatment: A different approach to prevention,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study does not involve marine research, focusing on human health and ageing instead.)",10.1016/j.atherosclerosis.2021.04.004,OpenAlex,2026-03-02 22:50:39.277915+00
Surface evolution of synthetic bilgewater emulsion,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so the topic cannot be determined.)",10.1016/j.chemosphere.2019.124345,OpenAlex,2026-03-02 22:51:19.792757+00
THE ROLE OF CHAMBERS OF COMMERCE AND INDUSTRY IN ROMANIA'S TRADE POLICY: THE INTERWAR MODEL,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses trade policy in interwar Romania and is not related to marine research or pollution.),10.61846/cuji-ssh.2024.4.05,OpenAlex,2026-03-02 22:50:41.98183+00
"The Galathea Deep Sea Expedition, 1950-1952, described by members of the expedition / edited by Anton F. Bruun ... [et al.], translated from the Danish by Reginald Spink.",EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a historical account of a deep sea expedition, not a study of pollution or coastal waters.)",10.5962/bhl.title.7477,OpenAlex,2026-03-02 22:52:17.288824+00
Water Resources Management VI,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a broad conference proceedings covering general water resources management topics, and not specifically marine research.)",10.2495/wrm11,OpenAlex,2026-03-02 22:52:10.187468+00
A Continent of Immigrants: Postcolonial Shifts in the Western Hemisphere,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses historical human migration patterns and does not pertain to marine research.),10.1215/00182168-86-1-1,OpenAlex,2026-03-02 22:50:38.657381+00
Mechanisms for Implementing Sustainable Green Economy In The Field Of Tourism in Ayla Oasis / Aqaba City,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on sustainable tourism and economic development in Aqaba City, Jordan, with no mention of oil spills or marine vessel pollution.)",10.62754/joe.v4i1.6193,OpenAlex,2026-03-02 22:50:46.721646+00
Butyltin occurrence and risk assessment in the sediments of the Iberian Peninsula,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, therefore the relevance of the study cannot be assessed.)",10.1016/j.jenvman.2008.07.021,OpenAlex,2026-03-02 22:47:10.846944+00
Comparative Analysis of Well Efficiencies Achievable between Mooring and Dynamic Positioning for Deepwater Station Keeping,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses the comparative analysis of mooring and dynamic positioning for deepwater station keeping and is not related to marine pollution.),10.4043/26843-ms,OpenAlex,2026-03-02 22:51:06.097988+00
Sensitivity studies of air ingress accidents in modular HTGRs,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on nuclear reactor safety and does not relate to marine research.),10.1016/j.nucengdes.2008.02.021,OpenAlex,2026-03-02 22:50:58.116686+00
Auxiliaries,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The title and abstract are missing, making it impossible to assess the relevance to the research questions.)",10.1016/b978-0-408-05706-6.50011-0,OpenAlex,2026-03-02 22:49:59.985559+00
The times of construction,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses architecture and urban planning, which is outside the scope of marine research.)",10.13128/techne-9763,OpenAlex,2026-03-02 22:52:20.431843+00
Stitching up the Belt[n]arenes,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The provided abstract is empty and the title appears to be about chemistry, not marine research.)",10.1016/j.chempr.2020.03.019,OpenAlex,2026-03-02 22:50:51.499119+00
Micro-plastics as a source of contaminaion in pharmaceuticals,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on microplastics in pharmaceuticals, not marine research specifically.)",10.33545/26646862.2025.v7.i2b.180,OpenAlex,2026-03-02 22:51:46.687237+00
Avert the Dirt,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study describes an antifouling coating in general terms and is not specific to marine research.),10.33612/diss.708771517,OpenAlex,2026-03-02 22:51:46.915884+00
Laundering and textile parameters influence fibers release in household washings,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study is about textile fibers released during washing, not marine pollution.)",10.1016/j.envpol.2019.113553,OpenAlex,2026-03-02 22:51:29.625628+00
"Vessel noise pollution as a human threat to fish: assessment of the stress response in gilthead sea bream (Sparus aurata, Linnaeus 1758)",EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1007/s10695-015-0165-3,OpenAlex,2026-03-02 22:47:09.011967+00
Aquatic ecorehabilitation biotechnology,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing, so no relevant information can be extracted.)",10.1016/s0167-7799(01)01804-2,OpenAlex,2026-03-02 22:51:47.43598+00
Biosurfactant: A new frontier for greener technology and environmental sustainability,EXCLUDE,0,0,0,0,0,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The title is a general review about biosurfactants and their applications in green technology and environmental sustainability.),10.1016/j.ecoenv.2019.109607,OpenAlex,2026-03-02 22:51:30.125285+00
Modularization with Rule Based Algorithm in Three-Dimensional Design of Engine Room Layout Harbour Tug Diesel – LNG Dual Fuel Engine 2 × 2500 HP,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper focuses on engineering design and engine room layout, not on water quality or pollution.)",10.1088/1755-1315/972/1/012058,OpenAlex,2026-03-02 22:49:53.080881+00
"Epidemiological Studies of Cardiovascular Disease in a Total Community—Tecumseh, Michigan",EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This article discusses a study on cardiovascular disease in a community, which is not related to marine research.)",10.7326/0003-4819-62-6-1170,OpenAlex,2026-03-02 22:50:35.848085+00
Apparatus for Discharging Bilge Water From Ships,EXCLUDE,0,0,0,0,0,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is empty, so the content cannot be assessed for relevance.)",10.1038/scientificamerican04181903-302,OpenAlex,2026-03-02 22:49:36.556679+00
Oily wastewater treatment using membrane cascade systems,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: The study is about oily wastewater treatment using membrane cascade systems on ships, with quantitative data and original empirical study.)",10.20381/ruor-13122,OpenAlex,2026-03-02 22:49:55.62805+00
Intercalibration of LABs in Marine Sediment SRM1941a and Their Application as a Molecular Marker in Narragansett Bay Sediments,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: This paper presents an empirical study of LABs in marine sediment, specifically focusing on their use as markers of sewage effluent in Narragansett Bay.)",10.1021/es990798q,OpenAlex,2026-03-02 22:51:31.929924+00
Technical Report: Novel Oil/Water Separator for Treatment of Oily Bilgewater,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: The study is about an original empirical study on oily bilgewater treatment using a novel oil/water separator.),10.5957/mt1.2000.37.2.111,OpenAlex,2026-03-02 22:47:17.916174+00
Forensic fingerprinting and source identification of the 2009 Sarnia (Ontario) oil spill,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: The study is an empirical analysis of an oil spill in a coastal environment and explicitly quantifies oil hydrocarbons.),10.1039/c1em10620a,OpenAlex,2026-03-02 22:47:17.672345+00
POLLUTION OF COASTAL AREAS OF JAKARTA BAY: WATER QUALITY AND BIOLOGICAL RESPONSES,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: The study investigates the impact of anthropogenic stressors like pollution and sedimentation on coral reefs in Jakarta Bay, including measurements of pollutants, surfactants, and biological responses, thus satisfy",10.14203/mri.v43i1.299,OpenAlex,2026-03-02 22:49:35.416313+00
"New, efficient and low-cost technology to separate oil from bilge water",PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: Presents a novel method to separate oil from bilge water using hydrocyclone technology, quantifying oil levels and cost-effectiveness.)",10.22161/ijaers.73.36,OpenAlex,2026-03-02 22:47:15.657941+00
Distribution and fate of tributyltin in the united states marine environment,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: This study is relevant as it focuses on TBT levels in harbors and estuaries using quantifiable methods.),10.1002/aoc.590030104,OpenAlex,2026-03-02 22:51:56.883559+00
Hydrocarbon Contamination from Coastal Development,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: The study is focused on hydrocarbon contamination in a coastal environment using empirical data.),10.1021/bk-1986-0305.ch014,OpenAlex,2026-03-02 22:51:51.118408+00
Antifouling BaTiO3/PVDF piezoelectric membrane for ultrafiltration of oily bilge water,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: Lab study on bilge water filtration.),10.2166/wst.2022.154,OpenAlex,2026-03-02 22:49:39.011913+00
"Research and comparison of efficient electrochemical purification methods for bilge water using lead, aluminum, copper, and iron electrodes",PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: This paper presents an original study evaluating electrochemical methods for treating bilge water, showing relevance for the project.)",10.1016/j.wri.2025.100306,OpenAlex,2026-03-02 22:49:46.689805+00
Membrane Distillation of Saline Water Contaminated with Oil and Surfactants,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: The study is focused on membrane distillation of saline water contaminated with oil and surfactants, indicating a coastal water source, vessel-related contamination, quantitative analysis of pollutants, oil and sur",10.3390/membranes11120988,OpenAlex,2026-03-02 22:51:19.215528+00
Total petroleum hydrocarbons (TPH) determination in surfactant stabilized marine water emulsions,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: This study focuses on analytical methods for quantifying TPH in bilge water emulsions, which is relevant to vessel discharges.)",10.24820/ark.5550190.p011.719,OpenAlex,2026-03-02 22:47:18.324473+00
Operational Test of a Sensor to Detect Aqueous Film Forming Foam (AFFF) in Ship Bilge Water,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: This paper describes an empirical study using a sensor to detect AFFF in ship bilge water.),10.21236/ada398568,OpenAlex,2026-03-02 22:50:04.125688+00
Impact of mixed surfactant composition on emulsion stability in saline environment: anionic and nonionic surfactants,PASS,10,2,2,2,2,2,Meets inclusion criteria. (AI Note: The study is an empirical study of surfactants on emulsion stability in saline bilge water.),10.1080/01932691.2021.1999255,OpenAlex,2026-03-02 22:51:18.356053+00
Impact of mixed surfactant composition on emulsion stability in saline environment: anionic and nonionic surfactants,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: The study involves surfactants and emulsion stability in saline bilge water, with explicit numerical data from an experimental study.)",10.6084/m9.figshare.16989805,OpenAlex,2026-03-02 22:51:22.256463+00
Relating the Formation Mechanisms and Kinetic Stability of Complex Shipboard Emulsions to the Physical and Chemical Properties of Model Surfactant-Oil-Water-Salt Systems,PASS,10,2,2,2,2,2,"Meets inclusion criteria. (AI Note: The study involves shipboard emulsions, quantifies stability, and presents original research, making it relevant to the domain.)",10.25394/pgs.14960043.v1,OpenAlex,2026-03-02 22:51:23.185263+00
NAVY SHIPBOARD INVESTIGATION OF OILY WASTES,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: This study examines oily waste production on Navy ships, quantifying oil content and sources using ship surveys to inform pollution abatement strategies.)",10.7901/2169-3358-1975-1-189,OpenAlex,2026-03-02 22:52:19.512287+00
Evaluating the Economic Damages to Anglers of the Marine Recreational Charter due to the Herbei Spirit Vessel Oil Spill,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: This paper presents an original empirical study that quantifies the economic damages to anglers due to an oil spill in a coastal area, using statistical models to estimate consumer surplus.)",10.4217/opr.2014.36.3.289,OpenAlex,2026-03-02 22:50:15.179539+00
Simulation of Microbial Response to Accidental Diesel Spills in Basins Containing Brackish Sea Water and Sediment,PASS,9,2,2,1,2,2,Meets inclusion criteria. (AI Note: This is a study of microbial response to diesel spills in brackish water basins.),10.3389/fmicb.2020.593232,OpenAlex,2026-03-02 22:51:50.88678+00
Coalescence Filtration with an Unwoven Fabric Barrier in Oil Bilge Water Separation on Board Ships,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This paper focuses on the technical aspects of oil-water separation using a specific filtration system on ships and is therefore relevant to marine pollution research.),10.1201/b11346-21,OpenAlex,2026-03-02 22:49:56.950711+00
Current level of oil hydrocarbons in Russian coastal waters of the Black Sea and and Azov Sea,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: This study presents original research on oil hydrocarbon levels in the coastal waters of the Black Sea and Azov Sea, utilizing quantitative methods and ship-based expeditions.)",10.18470/1992-1098-2020-3-77-85,OpenAlex,2026-03-02 22:50:14.829698+00
Bilge water separation by membrane distillation,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This paper presents an original empirical study on bilge water separation using membrane distillation.),10.1016/j.seppur.2019.116332,OpenAlex,2026-03-02 22:51:16.922013+00
Effect of Coolant Temperature and Stirring Rate in the Separation of Oil from Bilge Water using a Stirred Freeze Crystallizer,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This paper presents an empirical study investigating the effect of coolant temperature and stirring rate on oil separation from bilge water using a stirred freeze crystallizer.),10.1088/1757-899x/778/1/012143,OpenAlex,2026-03-02 22:49:48.388216+00
"Geochemistry, spatial distribution, and sources of trace element pollution in the surface sediments of Port Hacking, southern Sydney, Australia",PASS,9,2,2,2,1,2,"Meets inclusion criteria. (AI Note: This paper is about trace metal pollution in a coastal environment due to moored vessels and other inputs, and presents quantitative data from an environmental assessment, suggesting an original empirical study.)",10.1139/anc-2020-0005,OpenAlex,2026-03-02 22:52:01.147108+00
Effect of Dynamic Ageing on the Stability of Oil-in-Water Emulsions with Anionic and Nonionic Surfactants in High-Salinity Water,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: This study examines oil-in-water emulsions in model bilge water using surfactants, quantifying stability under static and dynamic conditions, indicating a relevant marine pollution experiment.)",10.1021/acsestwater.2c00497,OpenAlex,2026-03-02 22:51:20.828971+00
&lt;title&gt;On-Line Analyzer For Monitoring Trace Amounts Of Oil In Turbid Waters&lt;/title&gt;,PASS,9,2,2,1,2,2,"Meets inclusion criteria. (AI Note: This paper describes an analyzer for continuous oil content monitoring in water samples, specifically for ship discharge and industrial wastewater.)",10.1117/12.951999,OpenAlex,2026-03-02 22:49:47.691896+00
Possibilities of applying biosorption systems for ballast water treatment,PASS,9,2,2,2,2,1,Meets inclusion criteria. (AI Note: The study focuses on biosorption systems for treating ballast water contaminated with light oil products from vessels in a coastal industrial setting.),10.15626/eco-tech.2005.029,OpenAlex,2026-03-02 22:47:18.633921+00
Industrial implementation of a biosorption system with GAC,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This study investigates the use of biosorption for treating ballast and bilge water contaminated with light oil products from vessels.),10.2495/wp060491,OpenAlex,2026-03-02 22:47:18.941791+00
Modelling of discharges from Baltic Sea shipping,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: This paper models pollutant discharges to water from ships in the Baltic Sea area, including nutrients and contaminants from various sources and assessing their environmental impacts.)",10.5194/os-17-699-2021,OpenAlex,2026-03-02 22:49:33.091816+00
FLUORESCENCE PROPERTIES OF MECHANICALLY DISPERSED CRUDE OIL,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This paper details a laboratory study that examines the fluorescence properties of mechanically dispersed crude oil in seawater.),10.5604/12314005.1130464,OpenAlex,2026-03-02 22:49:38.519864+00
Applications of advanced oxidative processes for the recovery of water from bilge water,PASS,9,2,2,2,1,2,"Meets inclusion criteria. (AI Note: This is a lab study of bilge water treatment using oxidation processes, but it is relevant to maritime pollution.)",10.1007/s13762-022-04593-y,OpenAlex,2026-03-02 22:49:40.822445+00
Determination of the Amount of Bilge Waste Generated by Motorized Fishing Vessels in Türkiye,PASS,9,2,2,2,1,2,Meets inclusion criteria. (AI Note: This study calculates the amount of bilge waste generated by fishing vessels and its potential impact on the marine environment.),10.33714/masteb.1557410,OpenAlex,2026-03-02 22:47:16.610517+00
"Detection of Intermittent Sewage Pollution in a Subtropical, Oligotrophic, Semi-enclosed Embayment System Using Sterol Signatures in Sediments",PASS,9,2,2,2,1,2,Meets inclusion criteria. (AI Note: This paper investigates sewage pollution from recreational vessels in an embayment system using sterol biomarkers.),10.1021/es061450f,OpenAlex,2026-03-02 22:47:09.771637+00
The impact of scrubber discharge on the water quality in estuaries and ports,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: This paper presents an empirical study on the impact of scrubber discharge on water quality in estuaries and ports, quantifying concentrations of pollutants such as PAHs and metals.)",10.21203/rs.3.rs-23441/v2,OpenAlex,2026-03-02 22:52:03.449902+00
"“Bins on boats”, a behaviourally‐based intervention to curb marine pollution in Bass Strait, Australia",PASS,9,2,2,2,1,2,"Meets inclusion criteria. (AI Note: This article studies the effectiveness of bins on boats to reduce marine pollution in Bass Strait, Australia, focusing on entanglement among Australian fur seals; this is an original study on coastal pollution from",10.1111/csp2.12659,OpenAlex,2026-03-02 22:50:22.051067+00
OPTICAL PROPERTIES OF CRUDE OIL DETECTED IN SEAWATER,PASS,9,2,2,1,2,2,Meets inclusion criteria. (AI Note: This study presents an original empirical study of crude oil in Baltic seawater using a fluorescence-based method.),10.5604/12314005.1133186,OpenAlex,2026-03-02 22:49:41.07091+00
Determining the bilge water waste risk and management in the Gulf of Antalya by the Monte Carlo method,PASS,9,2,2,2,1,2,"Meets inclusion criteria. (AI Note: This paper presents an original, quantitative method to estimate bilge discharge volumes from ships.)",10.1080/10962247.2021.1972055,OpenAlex,2026-03-02 22:49:34.006615+00
Determination of Pollution from Bilge Water in Mersin Port,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: This study quantifies oil and other pollutants from ship bilge water in Mersin Port, determining that the concentrations exceed regulatory limits.)",10.63039/medfar.1475892,OpenAlex,2026-03-02 22:49:56.723127+00
The impact of scrubber discharge on the water quality in estuaries and ports,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: The study presents an empirical study on the impact of scrubber discharge on water quality in estuaries and ports, with quantitative data on various pollutants.)",10.1186/s12302-020-00380-z,OpenAlex,2026-03-02 22:51:55.140508+00
A New Fluorescence Imaging Method to Evaluate Different Oil Types and Their Concentrations in Water,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: This study presents an improved fluorescence imaging method for quantifying oil concentration in water.),10.1002/ceat.70128,OpenAlex,2026-03-02 22:49:52.83363+00
QUANTIFICATION OF NAVY OILS IN DETERGENT LADEN WATERS,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: This study focuses on quantifying oil concentrations in ship effluent using a novel method to address detergent interference, indicating a relevant and empirical research focus.)",10.7901/2169-3358-1977-1-169,OpenAlex,2026-03-02 22:49:49.095471+00
The impact of scrubber washwater on inland waters,PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: This study examines the impact of scrubber washwater on inland waters, quantifying pollutants and their effects.)",10.21203/rs.3.rs-23441/v1,OpenAlex,2026-03-02 22:52:12.234932+00
"Organic Pollution in Sediments along the Coastal zone of Saudi Arabia, Red Sea, During Field Survey in Summer 202",PASS,9,2,1,2,2,2,"Meets inclusion criteria. (AI Note: The study presents original research on organic pollutants in sediments along the Saudi Arabian Red Sea coast, involving field surveys and quantitative analysis of hydrocarbons and PCBs.)",10.5194/egusphere-egu24-13576,OpenAlex,2026-03-02 22:51:47.17956+00
Treatment of Bilge Water by Fenton Oxidation Followed by Granular Activated Carbon Adsorption,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: This study presents an original empirical study on bilge water treatment, but is limited to the Haydarpasa Waste Collection Plant rather than a field study.)",10.3390/w13192792,OpenAlex,2026-03-02 22:49:39.55221+00
Near Critical/Supercritical Carbon Dioxide Extraction for Treating Contaminated Bilgewater,PASS,9,2,2,1,2,2,"Meets inclusion criteria. (AI Note: The study focuses on using supercritical carbon dioxide extraction to remove oily contaminants from bilge water, indicating a coastal environment, vessel-related source, quantifiable elements, oil-related pollutant",10.21236/ada375728,OpenAlex,2026-03-02 22:51:22.858333+00
New Technology in Oil Content Monitors,PASS,9,1,2,2,2,2,Meets inclusion criteria. (AI Note: Explicit quantification of oil content in ship discharge effluent using a novel oil content monitor during an empirical study.),10.1111/j.1559-3584.1989.tb00692.x,OpenAlex,2026-03-02 22:49:44.447555+00
Organic material removal from bilge water by chemical treatment processes,PASS,9,1,2,2,2,2,"Meets inclusion criteria. (AI Note: The study focuses on removal of organic material from bilge water using chemical treatment processes, featuring quantitative analysis and experimental methodology.)",10.5505/pajes.2021.50607,OpenAlex,2026-03-02 22:49:59.233767+00
CURRENT ECOLOGICAL STATE OF THE SEA WATERS NEAR THE NORTH-WESTERN COAST OF THE CRIMEA,PASS,8,2,0,2,2,2,Meets inclusion criteria. (AI Note: This is a coastal marine study reporting concentrations of oil and detergents from an empirical field study.),10.29006/1564-2291.jor-2024.52(1).3,OpenAlex,2026-03-02 22:51:43.839469+00
"Variations of turbulent flow with river discharge in the Altamaha River Estuary, Georgia",PASS,8,2,2,2,0,2,Meets inclusion criteria. (AI Note: Study focuses on river discharge and turbulent flow characteristics within an estuary using quantitative methods but lacks oil pollution focus.),10.1029/2006jc003763,OpenAlex,2026-03-02 22:52:00.919694+00
